seed,scenario,node_id,parent,rank,trust,energy,qos_latency,mcs,hop_count,convergence_time,packet_loss_rate
11,lossless,16,17,0.4867,0.5088,0.0,0.3867,0.6133,1,0.0,0.0
11,lossless,17,18,0.472,0.5053,0.0036,0.372,0.628,1,0.0,0.0
11,lossless,18,19,0.4621,0.512,0.0,0.3621,0.6379,1,0.0,0.0
11,lossless,19,20,0.4503,0.4998,0.0149,0.3503,0.6497,1,0.0,0.0
11,lossless,20,25,0.4666,0.474,0.025,0.3666,0.6334,1,0.0,0.0
11,lossless,21,22,0.4776,0.4535,0.0354,0.3776,0.6224,1,0.0,0.0
11,lossless,22,23,0.4568,0.5027,0.0598,0.3568,0.6432,1,0.0,0.0
11,lossless,23,24,0.4949,0.4453,0.0,0.3949,0.6051,1,0.0,0.0
11,lossless,24,25,0.4533,0.5084,0.0102,0.3533,0.6467,1,0.0,0.0
11,lossless,25,20,0.5635,0.5144,0.0218,0.3635,0.6365,2,0.0,0.0
12,lossless,2,1,0.429,0.5449,0.0258,0.329,0.671,1,0.0,0.0
12,lossless,3,4,0.4586,0.5075,0.0,0.3586,0.6414,1,0.0,0.0
12,lossless,4,5,0.4734,0.5295,0.0173,0.3734,0.6266,1,0.0,0.0
12,lossless,5,10,0.4781,0.5372,0.0,0.3781,0.6219,1,0.0,0.0
12,lossless,6,1,0.4382,0.4826,0.0334,0.3382,0.6618,1,0.0,0.0
12,lossless,7,8,0.4888,0.5205,0.0,0.3888,0.6112,1,0.0,0.0
12,lossless,8,9,0.4773,0.5059,0.0264,0.3773,0.6227,1,0.0,0.0
12,lossless,9,10,0.4862,0.5113,0.0,0.3862,0.6138,1,0.0,0.0
12,lossless,10,15,0.4815,0.5198,0.0,0.3815,0.6185,1,0.0,0.0
12,lossless,11,12,0.4947,0.4929,0.0,0.3947,0.6053,1,0.0,0.0
12,lossless,12,13,0.4762,0.5092,0.0063,0.3762,0.6238,1,0.0,0.0
12,lossless,13,14,0.4877,0.5173,0.0,0.3877,0.6123,1,0.0,0.0
12,lossless,14,15,0.4677,0.5233,0.0,0.3677,0.6323,1,0.0,0.0
12,lossless,15,20,0.4847,0.5165,0.0517,0.3847,0.6153,1,0.0,0.0
12,lossless,16,17,0.4827,0.5475,0.0622,0.3827,0.6173,1,0.0,0.0
12,lossless,17,18,0.4574,0.5108,0.0,0.3574,0.6426,1,0.0,0.0
12,lossless,18,19,0.4768,0.5194,0.0,0.3768,0.6232,1,0.0,0.0
12,lossless,19,20,0.4811,0.5143,0.0,0.3811,0.6189,1,0.0,0.0
12,lossless,20,25,0.4855,0.4944,0.0,0.3855,0.6145,1,0.0,0.0
12,lossless,21,22,0.4658,0.4786,0.0411,0.3658,0.6342,1,0.0,0.0
12,lossless,22,23,0.4779,0.5063,0.0,0.3779,0.6221,1,0.0,0.0
12,lossless,23,24,0.488,0.4972,0.0,0.388,0.612,1,0.0,0.0
12,lossless,24,25,0.487,0.502,0.0147,0.387,0.613,1,0.0,0.0
12,lossless,25,20,0.5986,0.4674,0.0445,0.3986,0.6014,2,0.0,0.0
13,lossless,2,1,0.4244,0.5099,0.0,0.3244,0.6756,1,0.0,0.0
13,lossless,3,4,0.4643,0.4877,0.0,0.3643,0.6357,1,0.0,0.0
13,lossless,4,5,0.5069,0.5097,0.0064,0.4069,0.5931,1,0.0,0.0
13,lossless,5,10,0.4959,0.4672,0.0,0.3959,0.6041,1,0.0,0.0
13,lossless,6,1,0.4151,0.5166,0.0,0.3151,0.6849,1,0.0,0.0
13,lossless,7,8,0.4653,0.4981,0.0328,0.3653,0.6347,1,0.0,0.0
13,lossless,8,9,0.4844,0.4945,0.0,0.3844,0.6156,1,0.0,0.0
13,lossless,9,10,0.4677,0.4963,0.0,0.3677,0.6323,1,0.0,0.0
13,lossless,10,15,0.4716,0.4648,0.0064,0.3716,0.6284,1,0.0,0.0
13,lossless,11,12,0.4795,0.5282,0.0054,0.3795,0.6205,1,0.0,0.0
13,lossless,12,13,0.4651,0.4931,0.0,0.3651,0.6349,1,0.0,0.0
13,lossless,13,14,0.479,0.4921,0.0531,0.379,0.621,1,0.0,0.0
13,lossless,14,15,0.4846,0.5144,0.0136,0.3846,0.6154,1,0.0,0.0
13,lossless,15,20,0.4676,0.5136,0.008,0.3676,0.6324,1,0.0,0.0
13,lossless,16,17,0.4852,0.504,0.0132,0.3852,0.6148,1,0.0,0.0
13,lossless,17,18,0.4654,0.5103,0.0,0.3654,0.6346,1,0.0,0.0
13,lossless,18,19,0.4779,0.5125,0.0,0.3779,0.6221,1,0.0,0.0
13,lossless,19,20,0.4687,0.4824,0.0219,0.3687,0.6313,1,0.0,0.0
13,lossless,20,25,0.4537,0.5055,0.0191,0.3538,0.6462,1,0.0,0.0
13,lossless,21,22,0.4734,0.5366,0.0,0.3734,0.6266,1,0.0,0.0
13,lossless,22,23,0.4608,0.4698,0.0161,0.3608,0.6392,1,0.0,0.0
13,lossless,23,24,0.4595,0.5121,0.0,0.3595,0.6405,1,0.0,0.0
13,lossless,24,25,0.4572,0.5041,0.0031,0.3572,0.6428,1,0.0,0.0
13,lossless,25,20,0.5955,0.5039,0.0368,0.3955,0.6045,2,0.0,0.0
14,lossless,2,1,0.4218,0.4898,0.0331,0.3218,0.6782,1,0.0,0.0
14,lossless,3,4,0.4637,0.4884,0.0,0.3637,0.6363,1,0.0,0.0
14,lossless,4,5,0.4796,0.5326,0.0,0.3796,0.6204,1,0.0,0.0
14,lossless,5,10,0.4842,0.5095,0.0,0.3842,0.6158,1,0.0,0.0
14,lossless,6,1,0.4312,0.522,0.0,0.3312,0.6688,1,0.0,0.0
14,lossless,7,8,0.4772,0.4861,0.0009,0.3772,0.6228,1,0.0,0.0
14,lossless,8,9,0.4682,0.4895,0.0,0.3682,0.6318,1,0.0,0.0
14,lossless,9,10,0.466,0.5107,0.0342,0.366,0.634,1,0.0,0.0
14,lossless,10,15,0.4901,0.5421,0.0,0.3901,0.6099,1,0.0,0.0
14,lossless,11,12,0.458,0.5294,0.0,0.358,0.642,1,0.0,0.0
14,lossless,12,13,0.4777,0.5187,0.04,0.3777,0.6223,1,0.0,0.0
14,lossless,13,14,0.4884,0.4883,0.0043,0.3884,0.6116,1,0.0,0.0
14,lossless,14,15,0.5015,0.4969,0.0,0.4015,0.5985,1,0.0,0.0
14,lossless,15,20,0.4744,0.5117,0.0,0.3744,0.6256,1,0.0,0.0
14,lossless,16,17,0.4857,0.5086,0.0217,0.3857,0.6143,1,0.0,0.0
14,lossless,17,18,0.4678,0.5017,0.0,0.3678,0.6322,1,0.0,0.0
14,lossless,18,19,0.4473,0.4913,0.0042,0.3473,0.6527,1,0.0,0.0
14,lossless,19,20,0.4592,0.4935,0.0,0.3592,0.6408,1,0.0,0.0
14,lossless,20,25,0.4605,0.5263,0.0,0.3605,0.6395,1,0.0,0.0
14,lossless,21,22,0.4581,0.5158,0.0407,0.3581,0.6419,1,0.0,0.0
14,lossless,22,23,0.4817,0.5177,0.0,0.3817,0.6183,1,0.0,0.0
14,lossless,23,24,0.4664,0.5309,0.0243,0.3664,0.6336,1,0.0,0.0
14,lossless,24,25,0.4653,0.5225,0.0368,0.3653,0.6347,1,0.0,0.0
14,lossless,25,20,0.6002,0.4771,0.0139,0.4002,0.5998,2,0.0,0.0
15,lossless,2,1,0.3954,0.4632,0.0,0.2954,0.7046,1,0.0,0.0
15,lossless,3,4,0.4748,0.5249,0.0105,0.3748,0.6252,1,0.0,0.0
15,lossless,4,5,0.4701,0.487,0.0,0.3701,0.6299,1,0.0,0.0
15,lossless,5,10,0.4731,0.4878,0.0,0.3731,0.6269,1,0.0,0.0
15,lossless,6,1,0.4229,0.4712,0.0,0.3229,0.6771,1,0.0,0.0
15,lossless,7,8,0.4845,0.4786,0.0089,0.3845,0.6155,1,0.0,0.0
15,lossless,8,9,0.4941,0.4936,0.0,0.3941,0.6059,1,0.0,0.0
15,lossless,9,10,0.4571,0.4894,0.0,0.3571,0.6429,1,0.0,0.0
15,lossless,10,15,0.466,0.5227,0.0304,0.366,0.634,1,0.0,0.0
15,lossless,11,12,0.4776,0.5033,0.0,0.3776,0.6224,1,0.0,0.0
15,lossless,12,13,0.4556,0.518,0.0,0.3556,0.6444,1,0.0,0.0
15,lossless,13,14,0.4569,0.5045,0.0367,0.3569,0.6431,1,0.0,0.0
15,lossless,14,15,0.474,0.5134,0.0,0.374,0.626,1,0.0,0.0
15,lossless,15,20,0.4671,0.4859,0.0339,0.3671,0.6329,1,0.0,0.0
15,lossless,16,17,0.4858,0.5169,0.0045,0.3858,0.6142,1,0.0,0.0
15,lossless,17,18,0.4837,0.4733,0.0,0.3837,0.6163,1,0.0,0.0
15,lossless,18,19,0.4752,0.5264,0.0137,0.3752,0.6248,1,0.0,0.0
15,lossless,19,20,0.4565,0.5229,0.0126,0.3565,0.6435,1,0.0,0.0
15,lossless,20,25,0.4839,0.4797,0.0,0.3839,0.6161,1,0.0,0.0
15,lossless,21,22,0.4771,0.5012,0.0517,0.3771,0.6229,1,0.0,0.0
15,lossless,22,23,0.4839,0.5275,0.0013,0.3839,0.6161,1,0.0,0.0
15,lossless,23,24,0.4895,0.5064,0.0042,0.3895,0.6105,1,0.0,0.0
15,lossless,24,25,0.4616,0.507,0.0,0.3616,0.6384,1,0.0,0.0
15,lossless,25,20,0.5987,0.4807,0.0,0.3987,0.6013,2,0.0,0.0
16,lossless,2,1,0.4357,0.5099,0.0459,0.3357,0.6643,1,0.0,0.0
16,lossless,3,4,0.4658,0.5148,0.0,0.3658,0.6342,1,0.0,0.0
16,lossless,4,5,0.4648,0.4976,0.0,0.3648,0.6352,1,0.0,0.0
16,lossless,5,10,0.4899,0.4988,0.0192,0.3899,0.6101,1,0.0,0.0
16,lossless,6,1,0.4236,0.4664,0.0,0.3236,0.6764,1,0.0,0.0
16,lossless,7,8,0.4617,0.4836,0.0071,0.3617,0.6383,1,0.0,0.0
16,lossless,8,9,0.4605,0.5142,0.0,0.3605,0.6395,1,0.0,0.0
16,lossless,9,10,0.4731,0.5157,0.0,0.3731,0.6269,1,0.0,0.0
16,lossless,10,15,0.4701,0.4918,0.0224,0.3701,0.6299,1,0.0,0.0
16,lossless,11,12,0.4778,0.5184,0.0,0.3778,0.6222,1,0.0,0.0
16,lossless,12,13,0.4889,0.4976,0.0025,0.3889,0.6111,1,0.0,0.0
16,lossless,13,14,0.4607,0.5083,0.0,0.3607,0.6393,1,0.0,0.0
16,lossless,14,15,0.4822,0.5102,0.0,0.3822,0.6178,1,0.0,0.0
16,lossless,15,20,0.4763,0.4988,0.0,0.3763,0.6237,1,0.0,0.0
16,lossless,16,17,0.4819,0.4935,0.0071,0.3819,0.6181,1,0.0,0.0
16,lossless,17,18,0.4703,0.5129,0.0033,0.3703,0.6297,1,0.0,0.0
16,lossless,18,19,0.4745,0.5073,0.0,0.3745,0.6255,1,0.0,0.0
16,lossless,19,20,0.4832,0.5049,0.0352,0.3832,0.6168,1,0.0,0.0
16,lossless,20,25,0.4828,0.5206,0.0199,0.3828,0.6172,1,0.0,0.0
16,lossless,21,22,0.4944,0.5155,0.0338,0.3944,0.6056,1,0.0,0.0
16,lossless,22,23,0.4768,0.518,0.0534,0.3768,0.6232,1,0.0,0.0
16,lossless,23,24,0.4618,0.4854,0.0,0.3618,0.6382,1,0.0,0.0
16,lossless,24,25,0.4789,0.4823,0.0,0.3789,0.6211,1,0.0,0.0
16,lossless,25,20,0.5864,0.4909,0.0045,0.3864,0.6136,2,0.0,0.0
17,lossless,2,1,0.4076,0.4792,0.0011,0.3076,0.6924,1,0.0,0.0
17,lossless,3,4,0.4555,0.4797,0.0,0.3555,0.6445,1,0.0,0.0
17,lossless,4,5,0.4862,0.5008,0.0,0.3862,0.6138,1,0.0,0.0
17,lossless,5,9,0.5349,0.3006,0.0,0.4349,0.5651,1,0.0,0.0
17,lossless,6,1,0.4238,0.5111,0.0023,0.3238,0.6762,1,0.0,0.0
17,lossless,7,8,0.4596,0.4889,0.0,0.3596,0.6404,1,0.0,0.0
17,lossless,8,9,0.4765,0.5199,0.0022,0.3765,0.6235,1,0.0,0.0
17,lossless,9,10,0.5026,0.4735,0.0,0.4026,0.5974,1,0.0,0.0
17,lossless,10,15,0.4532,0.5029,0.0,0.3532,0.6468,1,0.0,0.0
17,lossless,11,12,0.4739,0.4665,0.0255,0.3739,0.6261,1,0.0,0.0
17,lossless,12,13,0.4804,0.5095,0.042,0.3804,0.6196,1,0.0,0.0
17,lossless,13,14,0.4775,0.5254,0.0,0.3775,0.6225,1,0.0,0.0
17,lossless,14,15,0.4568,0.4922,0.0045,0.3568,0.6432,1,0.0,0.0
17,lossless,15,20,0.4808,0.4782,0.0443,0.3808,0.6192,1,0.0,0.0
17,lossless,16,17,0.4526,0.4979,0.0176,0.3526,0.6474,1,0.0,0.0
17,lossless,17,18,0.4617,0.5092,0.0157,0.3617,0.6383,1,0.0,0.0
17,lossless,18,19,0.5003,0.5286,0.0,0.4003,0.5997,1,0.0,0.0
17,lossless,19,20,0.4737,0.471,0.0,0.3737,0.6263,1,0.0,0.0
17,lossless,20,25,0.4746,0.4855,0.0,0.3746,0.6254,1,0.0,0.0
17,lossless,21,22,0.4678,0.4816,0.0,0.3678,0.6322,1,0.0,0.0
17,lossless,22,23,0.4707,0.4769,0.0155,0.3707,0.6293,1,0.0,0.0
17,lossless,23,24,0.4707,0.4697,0.0441,0.3707,0.6293,1,0.0,0.0
17,lossless,24,25,0.4972,0.4834,0.0117,0.3972,0.6028,1,0.0,0.0
17,lossless,25,20,0.5981,0.5071,0.0,0.3981,0.6019,2,0.0,0.0
18,lossless,2,1,0.426,0.5176,0.0,0.326,0.674,1,0.0,0.0
18,lossless,3,4,0.4524,0.5308,0.0293,0.3524,0.6476,1,0.0,0.0
18,lossless,4,5,0.4821,0.5106,0.0,0.3821,0.6179,1,0.0,0.0
18,lossless,5,10,0.4638,0.5079,0.0139,0.3638,0.6362,1,0.0,0.0
18,lossless,6,1,0.4267,0.525,0.0,0.3267,0.6733,1,0.0,0.0
18,lossless,7,8,0.4695,0.5082,0.0,0.3695,0.6305,1,0.0,0.0
18,lossless,8,9,0.4613,0.4899,0.0081,0.3613,0.6387,1,0.0,0.0
18,lossless,9,10,0.4856,0.4998,0.0044,0.3856,0.6144,1,0.0,0.0
18,lossless,10,15,0.5072,0.5257,0.0198,0.4072,0.5928,1,0.0,0.0
18,lossless,11,12,0.4578,0.4643,0.0054,0.3578,0.6422,1,0.0,0.0
18,lossless,12,13,0.4931,0.4996,0.0,0.3931,0.6069,1,0.0,0.0
18,lossless,13,14,0.487,0.5067,0.0,0.387,0.613,1,0.0,0.0
18,lossless,14,15,0.4613,0.5055,0.032,0.3613,0.6387,1,0.0,0.0
18,lossless,15,20,0.4913,0.4926,0.0,0.3913,0.6087,1,0.0,0.0
18,lossless,16,17,0.4764,0.4617,0.009,0.3764,0.6236,1,0.0,0.0
18,lossless,17,18,0.4748,0.506,0.0341,0.3748,0.6252,1,0.0,0.0
18,lossless,18,19,0.4764,0.4735,0.0,0.3764,0.6236,1,0.0,0.0
18,lossless,19,20,0.4809,0.5012,0.0119,0.3809,0.6191,1,0.0,0.0
18,lossless,20,25,0.4616,0.4992,0.0527,0.3616,0.6384,1,0.0,0.0
18,lossless,21,22,0.4687,0.4939,0.0,0.3687,0.6313,1,0.0,0.0
18,lossless,22,23,0.4565,0.5003,0.024,0.3565,0.6435,1,0.0,0.0
18,lossless,23,24,0.4806,0.5196,0.0155,0.3806,0.6194,1,0.0,0.0
18,lossless,24,25,0.4648,0.5017,0.0198,0.3648,0.6352,1,0.0,0.0
18,lossless,25,20,0.6002,0.506,0.0,0.4002,0.5998,2,0.0,0.0
19,lossless,2,1,0.4129,0.4832,0.0,0.3129,0.6871,1,0.0,0.0
19,lossless,3,4,0.4806,0.5257,0.0,0.3806,0.6194,1,0.0,0.0
19,lossless,4,5,0.4708,0.5075,0.0455,0.3708,0.6292,1,0.0,0.0
19,lossless,5,10,0.4981,0.4774,0.0233,0.3981,0.6019,1,0.0,0.0
19,lossless,6,1,0.4072,0.4707,0.0281,0.3072,0.6928,1,0.0,0.0
19,lossless,7,8,0.467,0.5026,0.0257,0.367,0.633,1,0.0,0.0
19,lossless,8,9,0.4698,0.4762,0.038,0.3698,0.6302,1,0.0,0.0
19,lossless,9,10,0.4816,0.509,0.0,0.3816,0.6184,1,0.0,0.0
19,lossless,10,14,0.5305,0.3074,0.0082,0.4305,0.5695,1,0.0,0.0
19,lossless,11,12,0.4497,0.464,0.0386,0.3497,0.6503,1,0.0,0.0
19,lossless,12,13,0.5041,0.4666,0.0,0.4041,0.5959,1,0.0,0.0
19,lossless,13,14,0.4568,0.5114,0.0074,0.3568,0.6432,1,0.0,0.0
19,lossless,14,15,0.4722,0.4898,0.0,0.3722,0.6278,1,0.0,0.0
19,lossless,15,20,0.4694,0.489,0.0,0.3694,0.6306,1,0.0,0.0
19,lossless,16,17,0.4722,0.503,0.0048,0.3722,0.6278,1,0.0,0.0
19,lossless,17,18,0.466,0.5353,0.0,0.366,0.634,1,0.0,0.0
19,lossless,18,19,0.4751,0.4936,0.0,0.3751,0.6249,1,0.0,0.0
19,lossless,19,20,0.4751,0.4486,0.0247,0.3751,0.6249,1,0.0,0.0
19,lossless,20,25,0.4793,0.507,0.0484,0.3793,0.6207,1,0.0,0.0
19,lossless,21,22,0.4704,0.5108,0.0,0.3704,0.6296,1,0.0,0.0
19,lossless,22,23,0.4819,0.5265,0.0728,0.3819,0.6181,1,0.0,0.0
19,lossless,23,24,0.4837,0.546,0.054,0.3837,0.6163,1,0.0,0.0
19,lossless,24,25,0.474,0.4862,0.0044,0.374,0.626,1,0.0,0.0
19,lossless,25,20,0.563,0.484,0.0151,0.363,0.637,2,0.0,0.0
0,lossy,2,1,0.4216,0.4689,0.0,0.3216,0.6784,1,0.0,0.2
0,lossy,3,4,0.4815,0.4445,0.0,0.3815,0.6185,1,0.0,0.2
0,lossy,4,9,0.4931,0.4065,0.0,0.3931,0.6069,1,0.0,0.2
0,lossy,5,10,0.4874,0.4475,0.0,0.3874,0.6126,1,0.0,0.2
0,lossy,6,7,0.468,0.4978,0.0,0.368,0.632,1,0.0,0.2
0,lossy,7,8,0.4904,0.4387,0.0,0.3904,0.6096,1,0.0,0.2
0,lossy,8,9,0.4619,0.4463,0.0,0.3619,0.6381,1,0.0,0.2
0,lossy,9,10,0.4679,0.4642,0.0,0.3679,0.6321,1,0.0,0.2
0,lossy,10,15,0.4695,0.331,0.0,0.3695,0.6305,1,0.0,0.2
0,lossy,11,16,0.4878,0.4001,0.0,0.3878,0.6122,1,0.0,0.2
0,lossy,12,13,0.4751,0.4634,0.0,0.3751,0.6249,1,0.0,0.2
0,lossy,13,14,0.478,0.4316,0.0,0.378,0.622,1,0.0,0.2
0,lossy,14,15,0.4539,0.3722,0.0,0.3539,0.6461,1,0.0,0.2
0,lossy,15,20,0.4871,0.4437,0.0,0.3871,0.6129,1,0.0,0.2
0,lossy,16,17,0.4939,0.519,0.0,0.3939,0.6061,1,0.0,0.2
0,lossy,17,18,0.4726,0.5064,0.0,0.3726,0.6274,1,0.0,0.2
0,lossy,18,19,0.4846,0.444,0.0,0.3846,0.6154,1,0.0,0.2
0,lossy,19,20,0.4593,0.4766,0.0,0.3593,0.6407,1,0.0,0.2
0,lossy,20,25,0.4681,0.416,0.0,0.3681,0.6319,1,0.0,0.2
0,lossy,21,22,0.4693,0.4622,0.0,0.3693,0.6307,1,0.0,0.2
0,lossy,22,23,0.4719,0.4865,0.0,0.3719,0.6281,1,0.0,0.2
0,lossy,23,18,0.5965,0.439,0.0,0.3965,0.6035,2,0.0,0.2
0,lossy,24,25,0.4712,0.2995,0.0,0.3712,0.6288,1,0.0,0.2
0,lossy,25,24,0.572,0.3412,0.0,0.372,0.628,2,0.0,0.2
1,lossy,2,3,0.4928,0.4922,0.0,0.3928,0.6072,1,0.0,0.2
1,lossy,3,8,0.4713,0.3698,0.0,0.3713,0.6287,1,0.0,0.2
1,lossy,4,5,0.4676,0.4147,0.0,0.3676,0.6324,1,0.0,0.2
1,lossy,5,10,0.4887,0.2949,0.0,0.3887,0.6113,1,0.0,0.2
1,lossy,6,1,0.4153,0.4259,0.0,0.3153,0.6847,1,0.0,0.2
1,lossy,7,12,0.4934,0.3918,0.0,0.3934,0.6066,1,0.0,0.2
1,lossy,8,12,0.5237,0.2745,0.0,0.4237,0.5763,1,0.0,0.2
1,lossy,9,10,0.4985,0.3778,0.0,0.3985,0.6015,1,0.0,0.2
1,lossy,10,15,0.487,0.518,0.0,0.387,0.613,1,0.0,0.2
1,lossy,11,12,0.4668,0.4284,0.0,0.3668,0.6332,1,0.0,0.2
1,lossy,12,13,0.4706,0.4031,0.0,0.3706,0.6294,1,0.0,0.2
1,lossy,13,14,0.555,0.4143,0.0,0.455,0.545,1,0.0,0.2
1,lossy,14,15,0.4795,0.2955,0.0,0.3795,0.6205,1,0.0,0.2
1,lossy,15,20,0.5053,0.3123,0.0,0.4053,0.5947,1,0.0,0.2
1,lossy,16,17,0.4792,0.3304,0.0,0.3792,0.6208,1,0.0,0.2
1,lossy,17,18,0.4625,0.4698,0.0,0.3625,0.6375,1,0.0,0.2
1,lossy,18,19,0.448,0.354,0.0,0.348,0.652,1,0.0,0.2
1,lossy,19,20,0.462,0.3792,0.0,0.362,0.638,1,0.0,0.2
1,lossy,20,24,0.5409,0.2764,0.0,0.4409,0.5591,1,0.0,0.2
1,lossy,21,22,0.4599,0.3637,0.0,0.3599,0.6401,1,0.0,0.2
1,lossy,22,23,0.4795,0.4228,0.0,0.3795,0.6205,1,0.0,0.2
1,lossy,23,24,0.4759,0.4667,0.0,0.3759,0.6241,1,0.0,0.2
1,lossy,24,25,0.4795,0.3917,0.0,0.3795,0.6205,1,0.0,0.2
1,lossy,25,24,0.5763,0.3953,0.0,0.3763,0.6237,2,0.0,0.2
2,lossy,2,1,0.4054,0.4888,0.0,0.3054,0.6946,1,0.0,0.2
2,lossy,3,4,0.4814,0.3765,0.0,0.3814,0.6186,1,0.0,0.2
2,lossy,4,5,0.462,0.465,0.0,0.362,0.638,1,0.0,0.2
2,lossy,5,10,0.4889,0.3994,0.0,0.3889,0.6111,1,0.0,0.2
2,lossy,6,1,0.418,0.4208,0.0,0.318,0.682,1,0.0,0.2
2,lossy,7,8,0.4865,0.2745,0.0,0.3865,0.6135,1,0.0,0.2
2,lossy,8,9,0.4801,0.4922,0.0,0.3801,0.6199,1,0.0,0.2
2,lossy,9,10,0.4638,0.364,0.0,0.3638,0.6362,1,0.0,0.2
2,lossy,10,9,0.5914,0.4599,0.0,0.3914,0.6086,2,0.0,0.2
2,lossy,11,16,0.4712,0.5051,0.0,0.3712,0.6288,1,0.0,0.2
2,lossy,12,13,0.4887,0.4164,0.0,0.3887,0.6113,1,0.0,0.2
2,lossy,13,12,0.5743,0.4505,0.0,0.3743,0.6257,2,0.0,0.2
2,lossy,14,15,0.4942,0.4837,0.0,0.3942,0.6058,1,0.0,0.2
2,lossy,15,20,0.456,0.4022,0.0,0.356,0.644,1,0.0,0.2
2,lossy,16,17,0.4607,0.458,0.0,0.3607,0.6393,1,0.0,0.2
2,lossy,17,16,0.5709,0.3083,0.0,0.3709,0.6291,2,0.0,0.2
2,lossy,18,19,0.4828,0.4684,0.0,0.3828,0.6172,1,0.0,0.2
2,lossy,19,20,0.4896,0.5182,0.0,0.3896,0.6104,1,0.0,0.2
2,lossy,20,25,0.5013,0.4302,0.0,0.4013,0.5987,1,0.0,0.2
2,lossy,21,22,0.4688,0.3034,0.0,0.3688,0.6312,1,0.0,0.2
2,lossy,22,23,0.4872,0.4666,0.0,0.3872,0.6128,1,0.0,0.2
2,lossy,23,24,0.478,0.5022,0.0,0.378,0.622,1,0.0,0.2
2,lossy,24,25,0.4798,0.383,0.0,0.3798,0.6202,1,0.0,0.2
2,lossy,25,24,0.58,0.5016,0.0,0.38,0.62,2,0.0,0.2
3,lossy,2,1,0.4354,0.4128,0.0,0.3354,0.6646,1,0.0,0.2
3,lossy,3,4,0.4789,0.4995,0.0,0.3789,0.6211,1,0.0,0.2
3,lossy,4,9,0.4703,0.4617,0.0,0.3703,0.6297,1,0.0,0.2
3,lossy,5,9,0.5423,0.3032,0.0,0.4423,0.5577,1,0.0,0.2
3,lossy,6,1,0.4399,0.3833,0.0,0.3399,0.6601,1,0.0,0.2
3,lossy,7,8,0.4839,0.4248,0.0,0.3839,0.6161,1,0.0,0.2
3,lossy,8,13,0.4497,0.3448,0.0,0.3497,0.6503,1,0.0,0.2
3,lossy,9,10,0.4668,0.5018,0.0,0.3668,0.6332,1,0.0,0.2
